TF,TargetGene,Tissue,chea,signor,trrust,Experiment
CTCF,ECHS1,leukocytes,,,,"CTCF IP - GM2610 cells, Rep 2 , CTCF IP - GM12878 cells, Rep 2 , CTCF IP, CTCF IP - MS1 cells, Rep 4 , CTCF IP - GM2588 cells, Rep 2 , CTCF IP - GM19238 cells, Rep 1 , CTCF ChIP-Seq - GM12878, CTCF IP - GM12892 cells, Rep 1 , CTCF IP - GM2610 cells, Rep 3 , CTCF IP - K562 cells, CTCF IP - GM12890 cells, Rep 3 , CTCF IP - GM19240 cells, Rep 1 , CTCF IP - GM12892 cells, Rep 2 , CTCF IP - MS1 cells, Rep 2 , CTCF IP - GM12891 cells, Rep 2 , CTCF IP - GM19239 cells, Rep 2 , CTCF IP - GM12878 cells, Rep 1 , CTCF IP - GM19239 cells, Rep 1 , CTCF IP - GM2255 cells, Rep 2 , CTCF IP - GM12890 cells, Rep 1 , CTCF IP - MS1 cells, Rep 3 , CTCF IP - GM2630 cells, Rep 2 "
STAT1,ECHS1,leukocytes,,,,"STAT1 IP - Rep 4, STAT1 IP - Rep 3, STAT1 IP - Rep 1, STAT1 IP - Rep 6, STAT1 IP - Rep 2, STAT1 IP - Rep 5"
IFNG,ECHS1,leukocytes,,,,"STAT1 IP - Rep 4, STAT1 IP - Rep 3, STAT1 IP - Rep 1, STAT1 IP - Rep 6, IRF1 IP | IFNG - K562 cells, 30 min, IRF1 IP | IFNG - K562 cells, 6 h, IRF1 IP - Rep 1, STAT1 IP - Rep 2, MYC IP | IFNG - K562 cells, 30 min, IRF1 IP - Rep 3, IRF1 IP - Rep 2, STAT1 IP - Rep 5"
MAFK,ECHS1,liver,,,,"MAFK IP - HepG2 cells, Rep 2, MAFK IP - HepG2 cells, Rep 1"
POU2F2,ECHS1,leukocytes,,,,POU2F2 IP - GM12878 cells
MYB,ECHS1,leukocytes,,,,"MYB IP - MOLT3, MYB IP - Jurkat, Rep 2, MYB IP - Jurkat, Rep 4, MYB IP - Jurkat, Rep 3, MYB IP - Jurkat, Rep 1, MYB IP - Jurkat, Rep 5"
MAZ,ECHS1,leukocytes,,,,"MAZ IP - K562 cells, MAZ IP - GM12878 cells"
GATA2,ECHS1,prostate,,,,"GATA2 ChIP-Seq - Rep 2, GATA2 ChIP-Seq"
HEY1,ECHS1,liver,,,,HEY1 IP - HepG2 cells
MXI1,ECHS1,cns,,,,MXI1 IP - SK-N-SH cells 
BHLHE40,ECHS1,liver,,,,BHLHE40 IP - HepG2 cells
BHLHE40,ECHS1,leukocytes,,,,"BHLHE40 IP - K562 cells, BHLHE40 IP - GM12878 cells"
IRF1,ECHS1,colon,,,,IRF1 IP 
KLF5,ECHS1,stemcells,,,,KLF5 IP - Rep 1 
MAFF,ECHS1,leukocytes,,,,MAFF IP - K562 cells
YY1,ECHS1,cns,,,,"YY1 IP | ATRA - SK-N-SH cells, YY1 IP - SK-N-SH cells"
ATRA,ECHS1,cns,,,,YY1 IP | ATRA - SK-N-SH cells
TAL1,ECHS1,leukocytes,,,,TAL1 IP - K562 cells
MXI1,ECHS1,liver,,,,MXI1 IP - HepG2 cells
GTF2B,ECHS1,lung,,,,GTF2B IP
IRF1,ECHS1,pancreas,,,,IRF1 IP
BCL3,ECHS1,leukocytes,,,,BCL3 IP - GM12878 cells
TBP,ECHS1,stemcells,,,,TBP IP - H1 cells
EGR1,ECHS1,colon,,,,EGR1 IP - HCT116 cells
IRF4,ECHS1,leukocytes,,,,IRF4 IP
ETS1,ECHS1,leukocytes,,,,"ETS1 IP - K562 cells, ETS1 IP"
SPI1,ECHS1,leukocytes,,,,"SPI1 IP, SPI1 IP, SPI1 IP - HL cells, SPI1 IP, SPI1 IP, SPI1 IP, SPI1 IP, SPI1 IP"
CEBPB,ECHS1,colon,,,,CEBPB IP | 125DVD3
125DVD3,ECHS1,colon,,,,CEBPB IP | 125DVD3
SRF,ECHS1,colon,,,,SRF IP - HCT116 cells
YY1,ECHS1,liver,,,,YY1 IP - HepG2 cells
E2F1,ECHS1,prostate,,,,"E2F1 ChIP-Seq - Rep 2, E2F1 ChIP-Seq - Rep 3, BICALU | E2F1 ChIP-Seq - Rep 1, HES6 OE | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, E2F1 ChIP-Seq - Rep 4, BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4, HES6 OE | E2F1 ChIP-Seq - Rep 2, BICALU | E2F1 ChIP-Seq - Rep 3, E2F1 ChIP-Seq - Rep 1, HES6 OE | E2F1 ChIP-Seq - Rep 3, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3"
MXI1,ECHS1,uterus,,,,MXI1 IP - HeLa cells
ZBTB7A,ECHS1,liver,,,,ZBTB7A IP - HepG2 cells
CTCF,ECHS1,hspcs,,,,"CTCF IP - Erythroid cells, Rep 2"
E2F3,ECHS1,colon,,,,E2F3 IP 
USF1,ECHS1,uterus,,,,USF1 IP - ECC1 cells
SP1,ECHS1,liver,,,,SP1 IP - HepG2 cells
TCF7L2,ECHS1,mammarygland,,,,"DHT | TCF7L2 ChIP-Seq, TCF7L2 ChIP-Seq"
DHT,ECHS1,mammarygland,,,,"DHT | TCF7L2 ChIP-Seq, DHT | MYC ChIP-Seq, DHT | FOXA1 ChIP-Seq"
FOXA2,ECHS1,liver,,,,FOXA2 IP - HepG2 cells
TAL1,ECHS1,stemcells,,,,"TAL1 IP - Rep 1 , TAL1 IP - Rep 2 "
GATA3,ECHS1,lung,,,,GATA3 IP - A549 cells
FOXA1,ECHS1,liver,,,,"FOXA1 IP - HepG2 cells, Rep 1, FOXA1 IP - HepG2 cells, Rep 2"
FOXA2,ECHS1,embryonictissue,,,,FOXA2 IP - Rep 2
CREB1,ECHS1,leukocytes,,,,CREB1 IP - GM12878 cells
SRF,ECHS1,uterus,,,,SRF IP - ECC1 cells
GLI2,ECHS1,colon,,,,GLI2 IP 
FOXA1,ECHS1,mammarygland,,,,"FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 1, FOXA1 IP - T47D cells, DHT | FOXA1 ChIP-Seq"
STAT3,ECHS1,leukocytes,,,,STAT3 IP - SU-DHL-6
TCF7L2,ECHS1,hspcs,,,,"TCF7L2 IP - Rep 2, TCF7L2 IP - Rep 1"
RELA,ECHS1,adiposetissue,,,,RELA IP
BICALU,ECHS1,prostate,,,,"BICALU | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4, BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3"
REST,ECHS1,stemcells,,,,"REST IP - H1 cells, Rep 1"
FOXA1,ECHS1,prostate,,,,"WT AR OE | FOXA1 ChIP-Seq, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 1, CON KD  | FOXA1 ChIP-Seq"
AR,ECHS1,prostate,,,,WT AR OE | FOXA1 ChIP-Seq
GATA2,ECHS1,hspcs,,,,GATA2 IP
REST,ECHS1,leukocytes,,,,"REST IP - HL60 cells, REST IP - K562 cells , REST IP -  K562 cells"
REST,ECHS1,cns,,,,"REST IP - U87 cells, REST IP - PFSK-N-SH cells1 cells, Rep 1, REST IP - SK cells"
YY1,ECHS1,stemcells,,,,"YY1 IP - H1 cells, YY1 IP - NT2 cells"
NFKB1,ECHS1,leukocytes,,,,"NFKB1 IP - Rep 1, NFKB1 IP - Rep 2"
HEY1,ECHS1,leukocytes,,,,HEY1 IP - K562 cells
JUND,ECHS1,leukocytes,,,,JUND IP - K562 cells
CEBPB,ECHS1,liver,,,,"CEBPB ChIP-Seq - HepG2, CEBPB IP | FORSK - HepG2 cells"
HES6,ECHS1,prostate,,,,"HES6 OE | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4, HES6 OE | E2F1 ChIP-Seq - Rep 2, HES6 OE | E2F1 ChIP-Seq - Rep 3, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3"
GABPA,ECHS1,liver,,,,GABPA IP - MCF7 cells
IRF1,ECHS1,leukocytes,,,,"IRF1 IP | IFNG - K562 cells, 30 min, IRF1 IP | IFNG - K562 cells, 6 h, IRF1 IP | IFNA1-13 - K562 cells, 6 h, IRF1 IP - Rep 1, IRF1 IP - Rep 3, IRF1 IP - Rep 2"
MXI1,ECHS1,leukocytes,,,,"MXI1 IP - GM12878 cells, MXI1 IP - K562 cells"
MYC,ECHS1,uterus,,,,MYC IP - HeLa cells
KLF11,ECHS1,adiposetissue,,,,"ROSI (BrAT) | KLF11 ChIP-Seq, Rep 1, KLF11 ChIP-Seq, Rep 1, KLF11 ChIP-Seq, Rep 2, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2"
ROSI,ECHS1,adiposetissue,,,,"ROSI (BrAT) | KLF11 ChIP-Seq, Rep 1, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2"
CREB1,ECHS1,prostate,,,,"CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, CREB1 ChIP-Seq - LNCaP-abl, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 1, CREB1 ChIP-Seq - LNCaP"
IFNA1,ECHS1,leukocytes,,,,"IRF1 IP | IFNA1-13 - K562 cells, 6 h, STAT2 IP | IFNA1-13 - K562 cells, 6 h"
E2F4,ECHS1,mammarygland,,,,E2F4 IP | 4HT - MCF10 cells
4HT,ECHS1,mammarygland,,,,E2F4 IP | 4HT - MCF10 cells
MAX,ECHS1,colon,,,,MAX IP - HCT116 cells
MXI1,ECHS1,lung,,,,MXI1 IP - IMR cells
MXI1,ECHS1,stemcells,,,,MXI1 IP - H1 cells
CEBPB,ECHS1,mammarygland,,,,CEBPB IP - MCF7 cells
E2F1,ECHS1,mammarygland,,,,"E2F1 IP - MCF7 cells, E2F1 IP"
TAL1,ECHS1,colon,,,,TAL1 IP 
ZBTB7A,ECHS1,uterus,,,,ZBTB7A IP - ECC1 cells
REST,ECHS1,lung,,,,REST IP - A549 cells
KLF5,ECHS1,stomach,,,,KLF5 IP - KATOIII
TBP,ECHS1,liver,,,,TBP IP - HepG2 cells
FOXA2,ECHS1,lung,,,,FOXA2 IP - A549 cells
MAX,ECHS1,leukocytes,,,,"MAX IP - NB4 cells, MAX IP - K562 cells, MAX IP - K562 cells, Rep 2, MAX IP - GM12878 cells"
CEBPB,ECHS1,uterus,,,,CEBPB IP - ECC1 cells
SP1,ECHS1,colon,,,,SP1 IP - HCT116 cells
TCF12,ECHS1,uterus,,,,TCF12 IP - ECC1 cells
SRF,ECHS1,mammarygland,,,,SRF IP - MCF7 cells
EGR1,ECHS1,liver,,,,EGR1 IP - MCF7 cells
ETV5,ECHS1,colon,,,,ETV5 IP 
HMGN3,ECHS1,leukocytes,,,,HMGN3 IP - K562 cells
DEX,ECHS1,mammarygland,,,,"DEX | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 2"
MAX,ECHS1,cns,,,,MAX IP - SK-N-SH cells
REST,ECHS1,pancreas,,,,"REST IP - Panc1 cells, Rep 3"
NFKB2,ECHS1,leukocytes,,,,"NFKB2 IP - Rep 1, NFKB2 IP - Rep 2"
MYC,ECHS1,mammarygland,,,,"MYC IP - MCF-10A cells, DHT | MYC ChIP-Seq"
ELF3,ECHS1,pancreas,,,,"ELF3 IP, ELF3 IP"
SATB1,ECHS1,liver,,,,SATB1 IP
YY1,ECHS1,uterus,,,,YY1 IP - ECC1 cells
CTCF,ECHS1,lung,,,,CTCF IP - IMR cells
KLF5,ECHS1,pancreas,,,,KLF5 IP
MAX,ECHS1,stemcells,,,,MAX IP - H1 cells
HOXA4,ECHS1,colon,,,,HOXA4 IP 
JUND,ECHS1,liver,,,,JUND IP - HepG2 cells
EGR1,ECHS1,leukocytes,,,,EGR1 IP - K562 cells
EBF1,ECHS1,leukocytes,,,,"EBF1 IP - GM12878 cells, EBF1 IP - GM12878 cells"
TCF12,ECHS1,leukocytes,,,,TCF12 IP - GM12878 cells
MYC,ECHS1,leukocytes,,,,"MYC IP | IFNG - K562 cells, 30 min, MYC IP - NB4 cells, MYC IP - K562 cells, Rep 1"
GTF2B,ECHS1,uterus,,,,"GTF2B IP - Rep 2, GTF2B IP - Rep 3"
ELF1,ECHS1,leukocytes,,,,"ELF1 IP - SK-N-SH cells, ELF1 IP - SK-N-SH cells"
SP1,ECHS1,lung,,,,SP1 IP - A549 cells
JUND,ECHS1,colon,,,,JUND IP - HCT116 cells
SRF,ECHS1,leukocytes,,,,"SRF IP - SK-N-SH cells, SRF IP - GM12878 cells, Rep 2"
RUNX1,ECHS1,hspcs,,,,"RUNX1, RUNX1 IP"
MAX,ECHS1,uterus,,,,"MAX IP - HeLa cells, Rep 1, MAX IP - ECC1 cells"
YY1,ECHS1,lung,,,,YY1 IP - A549 cells
MAX,ECHS1,lung,,,,MAX IP - A549 cells
MTA3,ECHS1,leukocytes,,,,MTA3 IP - GM12878 cells
TP53,ECHS1,lung,,,,"TP53 IP - propapoptic, Rep 1"
SRF,ECHS1,liver,,,,SRF IP - HepG2 cells
UBTF,ECHS1,leukocytes,,,,UBTF IP - K562 cells
PAX5,ECHS1,leukocytes,,,,"PAX5 IP - GM12878 cells, Rep 2, PAX5 IP - GM12878 cells, Rep 1, PAX5 IP - GM12892 cells"
GABPA,ECHS1,leukocytes,,,,"GABPA IP - K562 cells, GABPA IP - HL cells"
MAX,ECHS1,liver,,,,"MAX IP - HepG2 cells, MAX IP - MCF7 cells, MAX IP - HepG2 cells"
YY1,ECHS1,colon,,,,YY1 IP - HCT116 cells
ATF2,ECHS1,colon,,,,ATF2 IP 
MYBL2,ECHS1,liver,,,,MYBL2 IP - HepG2 cells
OTX2,ECHS1,stemcells,,,,OTX2 IP - Rep 10 
ZBTB7A,ECHS1,leukocytes,,,,ZBTB7A IP - SK-N-SH cells
RELA,ECHS1,leukocytes,,,,"RELA IP | BAY082  - IVD Th1 cells, PIA, RELA IP - IVD Th1 cells, PIA, RELA IP | TNF - GM12891 cells"
BAY082,ECHS1,leukocytes,,,,"RELA IP | BAY082  - IVD Th1 cells, PIA"
17BE2,ECHS1,mammarygland,,,,"17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 1"
USF1,ECHS1,stemcells,,,,USF1 IP - H1 cells
E2F1,ECHS1,uterus,,,,"E2F1 IP - HeLa cells, Rep 2, E2F1 IP - HeLa cells, Rep 1"
RELB,ECHS1,leukocytes,,,,RELB IP - Rep 2
E2F6,ECHS1,leukocytes,,,,"E2F6 IP - K562 cells, E2F6 IP - K562 cells"
MAZ,ECHS1,uterus,,,,MAZ IP - HeLa cells
ATF2,ECHS1,leukocytes,,,,ATF2 IP - GM12878 cells
HOXA6,ECHS1,colon,,,,HOXA6 IP 
USF1,ECHS1,leukocytes,,,,USF1 IP - K562 cells
SMAD1,ECHS1,hspcs,,,,SMAD1 IP - Rep 2
STAT2,ECHS1,leukocytes,,,,"STAT2 IP | IFNA1-13 - K562 cells, 6 h"
E2F6,ECHS1,stemcells,,,,E2F6 IP - H1 cells
FLI1,ECHS1,hspcs,,,,FLI1 IP
RELA,ECHS1,colon,,,,RELA IP 
TBP,ECHS1,uterus,,,,TBP IP - HeLa cells
MAZ,ECHS1,lung,,,,MAZ IP - IMR cells
FORSK,ECHS1,liver,,,,CEBPB IP | FORSK - HepG2 cells
FOSL2,ECHS1,liver,,,,FOSL2 IP - HepG2 cells
SP1,ECHS1,leukocytes,,,,SP1 IP - GM12878 cells
ZNF143,ECHS1,leukocytes,,,,ZNF143 IP - GM12878 cells
CTCF,ECHS1,cns,,,,CTCF IP - SK-N-SH cells 
GATA3,ECHS1,cns,,,,GATA3 IP - SK-N-SH cells
REST,ECHS1,liver,,,,"REST IP - HepG2 cells, Rep 1"
USF1,ECHS1,liver,,,,USF1 IP - HepG2 cells
RUNX1T1,ECHS1,leukocytes,,,,RUNX1T1 IP
MAZ,ECHS1,liver,,,,MAZ IP - HepG2 cells
ZEB1,ECHS1,leukocytes,,,,ZEB1 IP - GM12878 cells
CREB1,ECHS1,lung,,,,CREB1 IP | DEX - A549 cells
DEX,ECHS1,lung,,,,CREB1 IP | DEX - A549 cells
GATA3,ECHS1,mammarygland,,,,GATA3 IP - MCF7 cells
BACH1,ECHS1,stemcells,,,,BACH1 IP - H1 cells
TNF,ECHS1,leukocytes,,,,RELA IP | TNF - GM12891 cells
JUN,ECHS1,colon,,,,JUN IP 
EGR1,ECHS1,uterus,,,,EGR1 IP - ECC1 cells
GATA4,ECHS1,stomach,,,,GATA4 IP - AGS
JUND,ECHS1,lung,,,,JUND IP - A549 cells
E2F6,ECHS1,lung,,,,E2F6 IP - A549 cells
YY1,ACAA2,leukocytes,,,,"YY1 IP - K562 cells, Rep 2, YY1 IP - GM12878 cells, YY1 IP - GM12892 cells, Rep 1, YY1 IP - GM12891 cells, YY1 IP - K562 cells, Rep 1"
ELF1,ACAA2,leukocytes,,,,"ELF1 IP - SK-N-SH cells, ELF1 IP - SK-N-SH cells"
GATA6,ACAA2,stomach,,,,GATA6 IP - YCC3
E2F3,ACAA2,colon,,,,E2F3 IP 
MYB,ACAA2,leukocytes,,,,"MYB IP - Jurkat, Rep 1, MYB IP - Jurkat, Rep 5, MYB IP - MOLT3, MYB IP - Jurkat, Rep 4, MYB IP - Jurkat, Rep 3, MYB IP - Jurkat, Rep 2"
FOXA1,ACAA2,prostate,,,,"R1881 | FOXA1 ChIP-Seq - Rep 1, R1881 | FOXA1 ChIP-Seq - Rep 2, GATA2 KD  | FOXA1 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 1, GATA2 KD + R1881 | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - LNCaP-abl, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1, CON KD | FOXA1 ChIP-Seq, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq, FOXA1 ChIP-Seq, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, EtOH | FOXA1 ChIP-Seq - , DHT | FOXA1 ChIP-Seq, EtOH | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1"
R1881,ACAA2,prostate,,,,"R1881 | FOXA1 ChIP-Seq - Rep 1, R1881 | FOXA1 ChIP-Seq - Rep 2, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 2, GATA2 KD + R1881 | FOXA1 ChIP-Seq, GABPA IP | R1881, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2"
PBX3,ACAA2,cns,,,,PBX3 IP - SK-N-SH cells
FOXA2,ACAA2,stemcells,,,,"FOXA2 IP - ES D7, FOXA2 IP - ES D5, FOXA2 IP - ES D2, FOXA2 IP - ES D10"
STAT3,ACAA2,leukocytes,,,,"STAT3 IP - SU-DHL-6, STAT3 IP - OCI-LY7, STAT3 IP - SU-DHL-4"
GABPA,ACAA2,lung,,,,GABPA IP - A549 cells
TEAD4,ACAA2,leukocytes,,,,TEAD4 IP - K562 cells
FOS,ACAA2,vasculature,,,,FOS IP - HUVEC cells
OTX2,ACAA2,stemcells,,,,OTX2 IP - Rep 10 
FOXA1,ACAA2,mammarygland,,,,"DEX | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 2, DHT | FOXA1 ChIP-Seq, 17BE2 | FOXA1 ChIP-Seq, 17BE2 | FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq - Rep 1"
DEX,ACAA2,mammarygland,,,,"DEX | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 2"
E2F1,ACAA2,prostate,,,,"E2F1 ChIP-Seq - Rep 1, HES6 OE | E2F1 ChIP-Seq - Rep 2, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 3, BICALU | E2F1 ChIP-Seq - Rep 1, E2F1 ChIP-Seq - Rep 2, E2F1 ChIP-Seq - Rep 3, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, HES6 OE | E2F1 ChIP-Seq - Rep 1, E2F1 ChIP-Seq - Rep 4, BICALU | E2F1 ChIP-Seq - Rep 2, BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4, BICALU | E2F1 ChIP-Seq - Rep 3"
HES6,ACAA2,prostate,,,,"HES6 OE | E2F1 ChIP-Seq - Rep 2, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 3, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, HES6 OE | E2F1 ChIP-Seq - Rep 1, BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4"
ZNF263,ACAA2,kidney,,,,ZNF263 IP - HEK293 cells
JUND,ACAA2,cns,,,,JUND IP - SK-N-SH cells
SP1,ACAA2,colon,,,,SP1 IP - HCT116 cells
CTCF,ACAA2,leukocytes,,,,"CTCF IP - GM12878 cells, Rep 2 , CTCF IP - GM19240 cells, Rep 2 , CTCF IP - MS1 cells, Rep 4 , CTCF IP - GM19238 cells, Rep 2 , CTCF IP - GM2610 cells, Rep 2 , CTCF IP, CTCF IP - MS1 cells, Rep 1 , CTCF IP - GM12892 cells, Rep 1 , CTCF IP - MS1 cells, Rep 2 , CTCF IP - GM2630 cells, Rep 3 , CTCF IP - GM12890 cells, Rep 3 , CTCF IP - GM2588 cells, Rep 1 , CTCF IP - GM12891 cells, Rep 2 , CTCF IP - GM19239 cells, Rep 2 , CTCF IP - GM12892 cells, Rep 2 , CTCF IP - GM19240 cells, Rep 1 , CTCF IP - GM18486 cells, Rep 3 , CTCF IP - MS1 cells, Rep 3 , CTCF IP - GM2630 cells, Rep 2 , CTCF IP - GM2588 cells, Rep 2 , CTCF IP - GM19239 cells, Rep 1 , CTCF IP - GM19238 cells, Rep 1 , CTCF IP - GM12878 cells, Rep 1 , CTCF IP - GM2255 cells, Rep 2 "
RUNX1,ACAA2,hspcs,,,,RUNX1
ETS1,ACAA2,leukocytes,,,,ETS1 IP
ZBTB7A,ACAA2,liver,,,,ZBTB7A IP - HepG2 cells
MAFK,ACAA2,liver,,,,"MAFK IP - HepG2 cells, Rep 2, MAFK IP - HepG2 cells, Rep 1"
HEY1,ACAA2,leukocytes,,,,HEY1 IP - K562 cells
TCF12,ACAA2,leukocytes,,,,TCF12 IP - GM12878 cells
HEY1,ACAA2,liver,,,,HEY1 IP - HepG2 cells
BICALU,ACAA2,prostate,,,,"HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3, BICALU | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, BICALU | E2F1 ChIP-Seq - Rep 2, BICALU + HES6OE | E2F1 ChIP-Seq - Rep 4, BICALU | E2F1 ChIP-Seq - Rep 3"
SPI1,ACAA2,leukocytes,,,,"SPI1 IP, ROSI | SPI1 ChIP-Seq, SPI1 IP - GM12891 cells, SPI1 IP - U-937 cells, Rep 5 , SPI1 IP - U-937 cells, Rep 4 , SPI1 IP, SPI1 IP - GM12878 cells, Rep 3 , SPI1 IP - GM12878 cells, SPI1 IP - U-937 cells, Rep 1 , SPI1 IP | RUNX1 KD, SPI1 IP, SPI1 IP - GM12878 cells, Rep 2 , SPI1 IP, SPI1 IP - K562 cells, SPI1 IP - GM12878 cells, Rep 4 , SPI1 IP, SPI1 IP - HL cells, SPI1 IP, SPI1 IP, SPI1 IP"
RUNX1,ACAA2,leukocytes,,,,"RUNX1 IP, SPI1 IP | RUNX1 KD"
SP1,ACAA2,lung,,,,SP1 IP - A549 cells
STAT5B,ACAA2,leukocytes,,,,"STAT5B IP | IL2 - Rep 2, STAT5B IP | H9RET, Rep 2, STAT5B IP | H9RET, Rep 2, STAT5B IP | H9, Rep 2, STAT5B IP | IL2 - Rep 2, STAT5B IP | H9, Rep 2"
IL2,ACAA2,leukocytes,,,,"STAT5B IP | IL2 - Rep 2, STAT5B IP | IL2 - Rep 2"
MAFK,ACAA2,stemcells,,,,MAFK IP - H1 cells
TBP,ACAA2,leukocytes,,,,"TBP IP - GM12878 cells, TBP IP - K562 cells"
MAFK,ACAA2,lung,,,,MAFK IP - IMR cells
BHLHE40,ACAA2,leukocytes,,,,BHLHE40 IP - GM12878 cells
GATA2,ACAA2,prostate,,,,"GATA2 KD  | FOXA1 ChIP-Seq, GATA2 KD + R1881 | FOXA1 ChIP-Seq"
YY1,ACAA2,lung,,,,YY1 IP - A549 cells
CREB1,ACAA2,lung,,,,CREB1 IP | DEX - A549 cells
DEX,ACAA2,lung,,,,CREB1 IP | DEX - A549 cells
ELF1,ACAA2,liver,,,,ELF1 IP - HepG2 cells
EGR1,ACAA2,uterus,,,,EGR1 IP - ECC1 cells
ROSI,ACAA2,leukocytes,,,,ROSI | SPI1 ChIP-Seq
IRF4,ACAA2,leukocytes,,,,"IRF4 IP, IRF4 IP - GM12878 cells"
E2F1,ACAA2,uterus,,,,"E2F1 IP - HeLa cells, Rep 1, E2F1 IP - HeLa cells, Rep 2"
STAT1,ACAA2,uterus,,,,"STAT1 IP | IFNG - HeLa cells, 30 min"
IFNG,ACAA2,uterus,,,,"STAT1 IP | IFNG - HeLa cells, 30 min"
JUN,ACAA2,mammarygland,,,,"JUN IP - Rep 1, JUN IP - Rep 2"
CEBPB,ACAA2,stemcells,,,,"CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP"
IRF1,ACAA2,leukocytes,,,,"IRF1 IP | IFNG - K562 cells, 6 h"
IFNG,ACAA2,leukocytes,,,,"IRF1 IP | IFNG - K562 cells, 6 h, STAT1 IP - Rep 5, STAT1 IP - Rep 1, STAT1 IP - Rep 2, STAT1 IP - Rep 4, STAT1 IP - Rep 3"
GABPA,ACAA2,liver,,,,GABPA IP - HepG2 cells
YY1,ACAA2,colon,,,,YY1 IP - HCT116 cells
USF1,ACAA2,colon,,,,USF1 IP - HCT116 cells
BCL11A,ACAA2,leukocytes,,,,BCL11A IP - GM12878 cells
STAT3,ACAA2,mammarygland,,,,"STAT3 IP | 4HT - MCF10 cells, 12 h, STAT3 IP - MCF10A cells, Rep 2, STAT3 IP - MCF10A cells, Rep 1, STAT3 IP | 4HT - MCF10 cells, 36 h"
4HT,ACAA2,mammarygland,,,,"STAT3 IP | 4HT - MCF10 cells, 12 h, E2F4 IP | 4HT - MCF10 cells, FOS IP | 4HT - MCF10A cells, 36 h, FOS IP | 4HT - MCF10A cells, 12 h, FOS IP | 4HT - MCF10A cells, 4 h, STAT3 IP | 4HT - MCF10 cells, 36 h"
RELA,ACAA2,adiposetissue,,,,"RELA IP, RELA IP"
TBP,ACAA2,stemcells,,,,TBP IP - H1 cells
MAX,ACAA2,leukocytes,,,,"MAX IP - NB4 cells, MAX IP - K562 cells, MAX IP - K562 cells, Rep 2"
